press_slaves_desc;Many of the poorer Mamluks are completely subservient to their richer counterparts. As opposed to being more of a warrior than a servant, these sorry individuals are more of a servant than a warrior. We may use our influence to put a spear in their hands and press them into service.;;;;;;;;;;;;;x
raise_caucasians;Raise Caucasian Mamluks;;;;;;;;;;;;;x
raise_caucasians_desc;A lot of Mamluks trace their heritage to slaves taken from the Caucasus. Many of these Caucasians gain wealth, influence and prestige in their new social standing as a Mamluk. Motivated by little more than money, influence and glory, these slave-warriors make up the indispensable core of the Mamluk army.;;;;;;;;;;;;;x
hire_norsemen;Hire Norse Mercenaries;;;;;;;;;;;;;x
hire_norsemen_desc;Hailing from the cold north, Scandinavian hardiness and martial prowess is the reason for the creation of the Varangian Guard. For a price, we could invite some Scandinavian warlords to bring their fleet, and their army, to continue the tradition.;;;;;;;;;;;;;x
hire_rus_varangians;Hire Rus' Varangians;;;;;;;;;;;;;x
hire_rus_varangians_desc;Although they now speak a language that sounds more like their slavic peasantry, the Rus' maintain the martial tradition of their viking forebears. It was less than a century ago that the entire Varangian Guard was composed of Rus' vikings. Let us invite some Rus' warlords and their retinue to recognise their age old calling.;;;;;;;;;;;;;x
purchase_slavic_thegns;Purchase Slavic Thegns;;;;;;;;;;;;;x
purchase_slavic_thegns_desc;Sometimes when times are desperate, decisions have to be drastic. We could purchase some slavic slaves from the Balkans to fill in the ranks.;;;;;;;;;;;;;x
hire_anglo_saxons;Hire Anglo-Saxon Mercenaries;;;;;;;;;;;;;x
hire_anglo_saxons_desc;Fleeing political isolation, and the potential death of their identity in the British Isles, a large group of Anglo-Saxons set up a community in the Byzantine Empire. Unwilling to abandon their warrior-culture, we could recruit some Housecarls from this community.;;;;;;;;;;;;;x
raise_swiss_pikemen;Raise Swiss Pikemen;;;;;;;;;;;;;x
raise_swiss_pikemen_desc;The Swiss Alps provide great terrain for a defensive advantage, an advantage which is truly capitalised on with the mastery of the pike. Raise the famous Swiss Pikemen to bring ruin to your enemies and gold to your pockets!;;;;;;;;;;;;;x
hire_italian_soldiers;Hire Italian Soldiers;;;;;;;;;;;;;x
hire_italian_soldiers_desc;Straying from the Cavalry and Swordsman that the Germans and Franks enjoy, Italian soldiers mainly rely on their pikes and ranged weapons. Let us hire more soldiers and teach those foreigners how to fight!;;;;;;;;;;;;;x
hire_genoese_archers;Hire Genoese Archers;;;;;;;;;;;;;x
hire_genoese_archers_desc;Pikes, Swords, Bows, Axes... These other mercenary bands don't know how to specialise. These upstanding, drilled and disciplined crossbowmen and supporting men offer unrivalled accuracy, armour puncturing and volley size to anyone willing to pay the right price.;;;;;;;;;;;;;x


african_slaves_mamluk;Purchase African Slaves;;;;;;;;;;;;;x
african_slaves_mamluk_desc;We can purchase some cheap slaves from africa to help with administration or other odd jobs, besides they're better off as Mamluks than whatever they were doing as slaves.;;;;;;;;;;;;;x
turkic_slaves_mamluk;Purchase Turkic Slaves;;;;;;;;;;;;;x
turkic_slaves_mamluk_desc;We can purchase some hardened, but barbaric, slaves from Tartaria. Typically, they are more expensive than the widespread african slaves available to us, but generally the turkics are accustomed to the profession of warfare making them excellent commanders.;;;;;;;;;;;;;x

curr_employed_liege;Employed by Liege;;;;;;;;;;;;;x
curr_employed_liege_unlanded;Employed by Liege;;;;;;;;;;;;;x

in_command_mk_1;Mercenary Leader;;;;;;;;;;;;;x
in_command_mk_2;Mercenary Captain;;;;;;;;;;;;;x
in_command_mk_3;Mercenary Lord;;;;;;;;;;;;;x
in_command_mk_4;Mercenary Warlord;;;;;;;;;;;;;x
in_command_mk_5;Mercenary Prince;;;;;;;;;;;;;x
in_command_mk_6;Mercenary Grand Prince;;;;;;;;;;;;;x
in_command_mk_7;Mercenary Petty King;;;;;;;;;;;;;x
in_command_mk_8;Mercenary King;;;;;;;;;;;;;x
in_command_mk_9;Mercenary High King;;;;;;;;;;;;;x
in_command_mk_10;Emperor;;;;;;;;;;;;;x

war_is_profitable_mk_1;Income From Employment I;;;;;;;;;;;;;x
war_is_profitable_mk_2;Income From Employment II;;;;;;;;;;;;;x
war_is_profitable_mk_3;Income From Employment III;;;;;;;;;;;;;x
war_is_profitable_mk_4;Income From Employment IV;;;;;;;;;;;;;x
war_is_profitable_mk_5;Income From Employment V;;;;;;;;;;;;;x
war_is_profitable_mk_6;Income From Employment VI;;;;;;;;;;;;;x
war_is_profitable_mk_7;Income From Employment VII;;;;;;;;;;;;;x
soldiers_unpaid_mk;Mercenary Soldiers Unpaid;;;;;;;;;;;;;x

mamluk;Mamluk;;;;;;;;;;;;;x
mamluk_desc;This character belongs to the unique semi-noble fighting slave-class the Mamluks. While purchased as slaves, the Mamluk military caste enjoys more privileges than the average citizen.;;;;;;;;;;;;;x

title_mercenary_general;General;;;;;;;;;;;;;x
title_mercenary_general_desc;A most trusted member of the warband, a General demands great respect from, and authority over his companions.;;;;;;;;;;;;;x
title_boyar_druzhina;Boyar;;;;;;;;;;;;;x
title_boyar_druzhina_desc;A Boyar is highly ranked within the Druzhina, performing a role similar to that of a count of baron, but administers part of the Druzhina rather than a holding.;;;;;;;;;;;;;x

nick_the_reclaimer;The Reclaimer;;;;;;;;;;;;;x
nick_the_loyal;The Loyal;;;;;;;;;;;;;x
nick_the_heroic;The Heroic;;;;;;;;;;;;;x
